CF_FRG,CF_SMILES,Analyticon_SMILES,Analyticon_ID,Substructure_SMILES,Analyticon_2D_Mol,CF_2D_Mol,Substructure_2D_Mol,Exit_Atom_Numbers,Substructure_Exit_Atoms,ChEMBL_Molecule_ID,ChEMBL_Activity_ID,ChEMBL_Assay_ID,ChEMBL_Assay_Type,pChEMBL_Value,ChEMBL_Relation,ChEMBL_Standard_Unit,ChEMBL_Standard_Value,ChEMBL_Target_ID,ChEMBL_Value_Type,units,value,ChEMBL_Assay_Confidence_Description,ChEMBL_Assay_Confidence_Score,ChEMBL_Assay_Description,ChEMBL_Target_Organism,ChEMBL_Target_Name,ChEMBL_Target_Type
FRG236,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,CC(C)CN1CCOC[C@H](Oc2ccc(S(C)(=O)=O)cc2)C1,NAT47-552461,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a0a67f0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a39bf10>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df5710>,[11],<rdkit.Chem.rdchem.Mol object at 0x7f501af84180>,CHEMBL3437176,21221055.0,CHEMBL4649954,F,,=,%,3.483,CHEMBL4662925,Percent Effect,%,3.48258706467662,Homologous single protein target assigned,8,Trypanosoma cruzi histidyl tRNA synthetase (Tc-HisRS),Trypanosoma cruzi (strain CL Brener),Histidine--tRNA ligase,SINGLE PROTEIN
FRG236,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,Cc1nc(C)c(CN2CCOC[C@H](Oc3ccc(S(C)(=O)=O)cc3)C2)s1,NAT47-552478,CS(=O)(=O)c1ccc(O[C@@H]2CNCCOC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a214ea0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a3d86d0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019df4810>,[11],<rdkit.Chem.rdchem.Mol object at 0x7f501af84400>,CHEMBL3437308,21711833.0,CHEMBL4649954,F,,=,%,5.473,CHEMBL4662925,Percent Effect,%,5.4726368159204,Homologous single protein target assigned,8,Trypanosoma cruzi histidyl tRNA synthetase (Tc-HisRS),Trypanosoma cruzi (strain CL Brener),Histidine--tRNA ligase,SINGLE PROTEIN
FRG030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1cccc(C(F)(F)F)c1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=S)Nc1ccc(Cl)cc1,NAT6-269922,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a387d30>,<rdkit.Chem.rdchem.Mol object at 0x7f501a640130>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f0f4c0>,"[0, 17]",<rdkit.Chem.rdchem.Mol object at 0x7f501b49fbf0>,CHEMBL4758361,22922070.0,CHEMBL4736839,B,,>,nM,50000.0,CHEMBL262,IC50,uM,50.0,Direct single protein target assigned,9,Inhibition of recombinant human GSK-3beta using phosphorylated polypeptide as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay,Homo sapiens,Glycogen synthase kinase-3 beta,SINGLE PROTEIN
FRG030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC(=O)c1cccc(NC(=S)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)Nc2cccc(C(F)(F)F)c2)c1,NAT6-269927,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a26fd80>,<rdkit.Chem.rdchem.Mol object at 0x7f501a6404f0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f0fa60>,"[0, 17]",<rdkit.Chem.rdchem.Mol object at 0x7f501b49fa10>,CHEMBL4791344,22922069.0,CHEMBL4736839,B,,>,nM,50000.0,CHEMBL262,IC50,uM,50.0,Direct single protein target assigned,9,Inhibition of recombinant human GSK-3beta using phosphorylated polypeptide as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay,Homo sapiens,Glycogen synthase kinase-3 beta,SINGLE PROTEIN
FRG030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1cccc2ccccc12,NAT6-269955,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a26f240>,<rdkit.Chem.rdchem.Mol object at 0x7f501a641670>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f3eac0>,"[0, 17, 18]",<rdkit.Chem.rdchem.Mol object at 0x7f501b49f240>,CHEMBL4741367,22922068.0,CHEMBL4736839,B,,>,nM,50000.0,CHEMBL262,IC50,uM,50.0,Direct single protein target assigned,9,Inhibition of recombinant human GSK-3beta using phosphorylated polypeptide as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay,Homo sapiens,Glycogen synthase kinase-3 beta,SINGLE PROTEIN
FRG030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1cccc2ccccc12)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=S)Nc1ccc(Cl)cc1,NAT6-269987,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a26c720>,<rdkit.Chem.rdchem.Mol object at 0x7f501a6427f0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f3d080>,"[0, 17, 18]",<rdkit.Chem.rdchem.Mol object at 0x7f501b49e980>,CHEMBL4778874,22922071.0,CHEMBL4736839,B,,>,nM,50000.0,CHEMBL262,IC50,uM,50.0,Direct single protein target assigned,9,Inhibition of recombinant human GSK-3beta using phosphorylated polypeptide as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay,Homo sapiens,Glycogen synthase kinase-3 beta,SINGLE PROTEIN
FRG030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1cccc(C(F)(F)F)c1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2Nc1nccc(-c2ccc3c(c2)OCO3)n1,NAT6-318363,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f501b568e00>,<rdkit.Chem.rdchem.Mol object at 0x7f501b2b09a0>,<rdkit.Chem.rdchem.Mol object at 0x7f501a08d990>,"[0, 17]",<rdkit.Chem.rdchem.Mol object at 0x7f501bb9f420>,CHEMBL4751957,22922066.0,CHEMBL4736839,B,5.97,=,nM,1080.0,CHEMBL262,IC50,uM,1.08,Direct single protein target assigned,9,Inhibition of recombinant human GSK-3beta using phosphorylated polypeptide as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay,Homo sapiens,Glycogen synthase kinase-3 beta,SINGLE PROTEIN
FRG030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1cccc(C(F)(F)F)c1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=S)Nc1ccc(Cl)cc1,NAT6-269922,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a387d30>,<rdkit.Chem.rdchem.Mol object at 0x7f501a640130>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f0f4c0>,"[0, 17]",<rdkit.Chem.rdchem.Mol object at 0x7f501b49fbf0>,CHEMBL4758361,22922094.0,CHEMBL4736840,B,,=,%,41.0,CHEMBL262,INH,%,41.0,Direct single protein target assigned,9,Inhibition of recombinant human GSK-3beta at 50 uM using phosphorylated polypeptide as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay relative to control,Homo sapiens,Glycogen synthase kinase-3 beta,SINGLE PROTEIN
FRG030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,COC(=O)c1cccc(NC(=S)N[C@H]2CO[C@H]3[C@@H]2OC[C@H]3OC(=O)Nc2cccc(C(F)(F)F)c2)c1,NAT6-269927,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a26fd80>,<rdkit.Chem.rdchem.Mol object at 0x7f501a6404f0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f0fa60>,"[0, 17]",<rdkit.Chem.rdchem.Mol object at 0x7f501b49fa10>,CHEMBL4791344,22922093.0,CHEMBL4736840,B,,=,%,21.0,CHEMBL262,INH,%,21.0,Direct single protein target assigned,9,Inhibition of recombinant human GSK-3beta at 50 uM using phosphorylated polypeptide as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay relative to control,Homo sapiens,Glycogen synthase kinase-3 beta,SINGLE PROTEIN
FRG030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1cccc(C(F)(F)F)c1)N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1cccc2ccccc12,NAT6-269955,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a26f240>,<rdkit.Chem.rdchem.Mol object at 0x7f501a641670>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f3eac0>,"[0, 17, 18]",<rdkit.Chem.rdchem.Mol object at 0x7f501b49f240>,CHEMBL4741367,22922092.0,CHEMBL4736840,B,,=,%,35.0,CHEMBL262,INH,%,35.0,Direct single protein target assigned,9,Inhibition of recombinant human GSK-3beta at 50 uM using phosphorylated polypeptide as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay relative to control,Homo sapiens,Glycogen synthase kinase-3 beta,SINGLE PROTEIN
FRG030,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,O=C(Nc1cccc2ccccc12)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=S)Nc1ccc(Cl)cc1,NAT6-269987,N[C@H]1CO[C@H]2[C@@H]1OC[C@H]2OC(=O)Nc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f501a26c720>,<rdkit.Chem.rdchem.Mol object at 0x7f501a6427f0>,<rdkit.Chem.rdchem.Mol object at 0x7f5019f3d080>,"[0, 17, 18]",<rdkit.Chem.rdchem.Mol object at 0x7f501b49e980>,CHEMBL4778874,22922095.0,CHEMBL4736840,B,,=,%,49.0,CHEMBL262,INH,%,49.0,Direct single protein target assigned,9,Inhibition of recombinant human GSK-3beta at 50 uM using phosphorylated polypeptide as substrate incubated for 30 mins in presence of ATP by kinase-glo luminescence assay relative to control,Homo sapiens,Glycogen synthase kinase-3 beta,SINGLE PROTEIN
